,birth_country,year,destination,population
9140,Dominican Rep,2011,Australian Capital Territory,0
9141,Grenada,2011,Australian Capital Territory,0
9142,Guadeloupe,2011,Australian Capital Territory,0
9143,Haiti,2011,Australian Capital Territory,0
9144,Jamaica,2011,Australian Capital Territory,30
9145,Martinique,2011,Australian Capital Territory,0
9146,Montserrat,2011,Australian Capital Territory,0
9147,Puerto Rico,2011,Australian Capital Territory,0
9148,St Kitts/Nevis,2011,Australian Capital Territory,0
9149,St Lucia,2011,Australian Capital Territory,0
9150,St Vinc/Grenad,2011,Australian Capital Territory,0
9151,Trinidad/Tobago,2011,Australian Capital Territory,30
9152,Turks/Caicos Is,2011,Australian Capital Territory,0
9153,"Virgin Is, Brit",2011,Australian Capital Territory,0
9154,"Virgin Is, US",2011,Australian Capital Territory,0
9155,St Barthelemy,2011,Australian Capital Territory,0
9156,St Martin (Fr),2011,Australian Capital Territory,0
9157,Bonaire/SE/Saba,2011,Australian Capital Territory,0
9158,Curacao,2011,Australian Capital Territory,0
9159,Sint Maarten Dp,2011,Australian Capital Territory,0
9160,Benin,2011,Australian Capital Territory,0
9161,Burkina Faso,2011,Australian Capital Territory,0
9162,Cameroon,2011,Australian Capital Territory,20
9163,Cabo Verde,2011,Australian Capital Territory,0
9164,Cent Africa Rep,2011,Australian Capital Territory,0
9165,Chad,2011,Australian Capital Territory,0
9166,"Congo, Rep",2011,Australian Capital Territory,10
9167,"Congo, Dem Rep",2011,Australian Capital Territory,20
9168,Cote d'Ivoire,2011,Australian Capital Territory,0
9169,Equator Guinea,2011,Australian Capital Territory,0
9170,Gabon,2011,Australian Capital Territory,0
9171,Gambia,2011,Australian Capital Territory,0
9172,Ghana,2011,Australian Capital Territory,170
9173,Guinea,2011,Australian Capital Territory,0
9174,Guinea-Bissau,2011,Australian Capital Territory,0
9175,Liberia,2011,Australian Capital Territory,10
9176,Mali,2011,Australian Capital Territory,0
9177,Mauritania,2011,Australian Capital Territory,0
9178,Niger,2011,Australian Capital Territory,0
9179,Nigeria,2011,Australian Capital Territory,170
9180,Sao Tome/Princ,2011,Australian Capital Territory,0
9181,Senegal,2011,Australian Capital Territory,0
9182,Sierra Leone,2011,Australian Capital Territory,120
9183,Togo,2011,Australian Capital Territory,0
9184,Angola,2011,Australian Capital Territory,10
9185,Botswana,2011,Australian Capital Territory,30
9186,Burundi,2011,Australian Capital Territory,0
9187,Comoros,2011,Australian Capital Territory,0
9188,Djibouti,2011,Australian Capital Territory,0
9189,Eritrea,2011,Australian Capital Territory,60
9190,Ethiopia,2011,Australian Capital Territory,140
9191,Kenya,2011,Australian Capital Territory,350
9192,Lesotho,2011,Australian Capital Territory,10
9193,Madagascar,2011,Australian Capital Territory,0
9194,Malawi,2011,Australian Capital Territory,30
9195,Mauritius,2011,Australian Capital Territory,250
9196,Mayotte,2011,Australian Capital Territory,0
9197,Mozambique,2011,Australian Capital Territory,20
9198,Namibia,2011,Australian Capital Territory,20
9199,Reunion,2011,Australian Capital Territory,10
9200,Rwanda,2011,Australian Capital Territory,20
9201,St Helena,2011,Australian Capital Territory,0
9202,Seychelles,2011,Australian Capital Territory,20
9203,Somalia,2011,Australian Capital Territory,30
9204,South Africa,2011,Australian Capital Territory,1730
9205,Eswatini,2011,Australian Capital Territory,10
9206,Tanzania,2011,Australian Capital Territory,60
9207,Uganda,2011,Australian Capital Territory,70
9208,Zambia,2011,Australian Capital Territory,110
9209,Zimbabwe,2011,Australian Capital Territory,590
9210,"S & E Afr, nec",2011,Australian Capital Territory,0
9468,Norfolk Island,2016,New South Wales,120
9469,"Aust E T, nec",2016,New South Wales,0
9470,New Zealand,2016,New South Wales,127910
9471,New Caledonia,2016,New South Wales,620
9472,PNG,2016,New South Wales,6460
9473,Solomon Islands,2016,New South Wales,640
9474,Vanuatu,2016,New South Wales,520
9475,Guam,2016,New South Wales,30
9476,Kiribati,2016,New South Wales,140
9477,Marshall Is,2016,New South Wales,10
9478,"Micronesia, F S",2016,New South Wales,10
9479,Nauru,2016,New South Wales,90
9480,N Mariana Is,2016,New South Wales,10
9481,Palau,2016,New South Wales,0
9482,Cook Islands,2016,New South Wales,2600
9483,Fiji,2016,New South Wales,40570
9484,French Poly,2016,New South Wales,200
9485,Niue,2016,New South Wales,400
9486,Samoa,2016,New South Wales,10810
9487,Samoa American,2016,New South Wales,130
9488,Tokelau,2016,New South Wales,330
9489,Tonga,2016,New South Wales,6990
9490,Tuvalu,2016,New South Wales,20
9491,Wallis/Futuna,2016,New South Wales,10
9492,Pitcairn Is,2016,New South Wales,10
9493,"Polynesia, nec",2016,New South Wales,0
9494,Adelie Land,2016,New South Wales,0
9495,Argentinian A T,2016,New South Wales,0
9496,Australian A T,2016,New South Wales,0
9497,British A T,2016,New South Wales,0
9498,Chilean A T,2016,New South Wales,0
9499,Queen Maud Land,2016,New South Wales,0
9500,Ross Dependency,2016,New South Wales,0
9501,England,2016,New South Wales,250660
9502,Isle of Man,2016,New South Wales,230
9503,N'thern Ireland,2016,New South Wales,7010
9504,Scotland,2016,New South Wales,33080
9505,Wales,2016,New South Wales,8550
9506,Guernsey,2016,New South Wales,200
9507,Jersey,2016,New South Wales,390
9508,Ireland,2016,New South Wales,28200
9509,Austria,2016,New South Wales,5860
9510,Belgium,2016,New South Wales,2370
9511,France,2016,New South Wales,14140
9512,Germany,2016,New South Wales,33660
9513,Liechtenstein,2016,New South Wales,10
9514,Luxembourg,2016,New South Wales,70
9515,Monaco,2016,New South Wales,30
9516,Netherlands,2016,New South Wales,18930
9517,Switzerland,2016,New South Wales,4490
9518,Denmark,2016,New South Wales,3050
9519,Faroe Islands,2016,New South Wales,10
9520,Finland,2016,New South Wales,2710
9521,Greenland,2016,New South Wales,10
9522,Iceland,2016,New South Wales,150
9523,Norway,2016,New South Wales,1450
9524,Sweden,2016,New South Wales,4170
9525,Aland Islands,2016,New South Wales,10
9526,Andorra,2016,New South Wales,10
9527,Gibraltar,2016,New South Wales,110
9528,Holy See,2016,New South Wales,0
9529,Italy,2016,New South Wales,55980
9530,Malta,2016,New South Wales,16530
9531,Portugal,2016,New South Wales,10140
9532,San Marino,2016,New South Wales,10
9533,Spain,2016,New South Wales,7530
9534,Albania,2016,New South Wales,370
9535,Bosnia/Herzegov,2016,New South Wales,10950
9536,Bulgaria,2016,New South Wales,1310
9537,Croatia,2016,New South Wales,21580
9538,Cyprus,2016,New South Wales,7250
9539,North Macedonia,2016,New South Wales,20750
9540,Greece,2016,New South Wales,35970
9541,Moldova,2016,New South Wales,290
9542,Romania,2016,New South Wales,4090
9543,Slovenia,2016,New South Wales,2580
9544,Montenegro,2016,New South Wales,670
9545,Serbia,2016,New South Wales,11620
9546,Kosovo,2016,New South Wales,320
9547,Belarus,2016,New South Wales,610
9548,Czechia,2016,New South Wales,5540
9549,Estonia,2016,New South Wales,1080
9550,Hungary,2016,New South Wales,7440
9551,Latvia,2016,New South Wales,1510
9552,Lithuania,2016,New South Wales,1380
9553,Poland,2016,New South Wales,16060
9554,Russia,2016,New South Wales,9910
9555,Slovakia,2016,New South Wales,3300
9556,Ukraine,2016,New South Wales,6230
9557,Algeria,2016,New South Wales,710
9558,Egypt,2016,New South Wales,22380
9559,Libya,2016,New South Wales,800
9560,Morocco,2016,New South Wales,880
9561,Sudan,2016,New South Wales,5680
9562,Tunisia,2016,New South Wales,270
9563,Western Sahara,2016,New South Wales,10
9564,Sp North Africa,2016,New South Wales,0
9565,South Sudan,2016,New South Wales,1060
9566,Bahrain,2016,New South Wales,580
9567,Gaza Str/W Bank,2016,New South Wales,1830
9568,Iran,2016,New South Wales,26220
9569,Iraq,2016,New South Wales,44540
9570,Israel,2016,New South Wales,4190
9571,Jordan,2016,New South Wales,4460
9572,Kuwait,2016,New South Wales,2980
9573,Lebanon,2016,New South Wales,68360
9574,Oman,2016,New South Wales,420
9575,Qatar,2016,New South Wales,400
9576,Saudi Arabia,2016,New South Wales,4090
9577,Syria,2016,New South Wales,9970
9578,Turkey,2016,New South Wales,15910
9579,Unit Arab Emir,2016,New South Wales,2870
9580,Yemen,2016,New South Wales,270
9581,Myanmar,2016,New South Wales,7440
9582,Cambodia,2016,New South Wales,13110
9583,Laos,2016,New South Wales,5520
9584,Thailand,2016,New South Wales,28740
9585,Vietnam,2016,New South Wales,92890
9586,Brunei,2016,New South Wales,510
9587,Indonesia,2016,New South Wales,34070
9588,Malaysia,2016,New South Wales,34930
9589,Philippines,2016,New South Wales,94110
9590,Singapore,2016,New South Wales,13660
9591,Timor-Leste,2016,New South Wales,2190
9592,China,2016,New South Wales,256050
9593,Hong Kong,2016,New South Wales,47290
9594,Macau,2016,New South Wales,1360
9595,Mongolia,2016,New South Wales,1770
9596,Taiwan,2016,New South Wales,15380
9597,Japan,2016,New South Wales,16170
9598,"Korea, North",2016,New South Wales,150
9599,"Korea, South",2016,New South Wales,58030
9600,Bangladesh,2016,New South Wales,27230
9601,Bhutan,2016,New South Wales,730
9602,India,2016,New South Wales,153800
9603,Maldives,2016,New South Wales,70
9604,Nepal,2016,New South Wales,34470
9605,Pakistan,2016,New South Wales,27470
9606,Sri Lanka,2016,New South Wales,32580
9607,Afghanistan,2016,New South Wales,14830
9608,Armenia,2016,New South Wales,870
9609,Azerbaijan,2016,New South Wales,210
9610,Georgia,2016,New South Wales,250
9611,Kazakhstan,2016,New South Wales,650
9612,Kyrgyzstan,2016,New South Wales,130
9613,Tajikistan,2016,New South Wales,60
9614,Turkmenistan,2016,New South Wales,40
9615,Uzbekistan,2016,New South Wales,650
9616,Bermuda,2016,New South Wales,170
9617,Canada,2016,New South Wales,16580
9618,St Pierre/Mique,2016,New South Wales,0
9619,USA,2016,New South Wales,36930
9620,Argentina,2016,New South Wales,7500
9621,Bolivia,2016,New South Wales,670
9622,Brazil,2016,New South Wales,14640
9623,Chile,2016,New South Wales,15510
9624,Colombia,2016,New South Wales,8060
9625,Ecuador,2016,New South Wales,1650
9626,Falkland Is,2016,New South Wales,30
9627,French Guiana,2016,New South Wales,10
9628,Guyana,2016,New South Wales,190
9629,Paraguay,2016,New South Wales,270
9630,Peru,2016,New South Wales,6920
9631,Suriname,2016,New South Wales,40
9632,Uruguay,2016,New South Wales,7320
9633,Venezuela,2016,New South Wales,2200
9634,"S America, nec",2016,New South Wales,0
9635,Belize,2016,New South Wales,30
9636,Costa Rica,2016,New South Wales,230
9637,El Salvador,2016,New South Wales,2210
9638,Guatemala,2016,New South Wales,180
9639,Honduras,2016,New South Wales,120
9640,Mexico,2016,New South Wales,2080
9641,Nicaragua,2016,New South Wales,500
9642,Panama,2016,New South Wales,120
9643,Anguilla,2016,New South Wales,10
9644,Antigua/Barbuda,2016,New South Wales,10
9645,Aruba,2016,New South Wales,20
9646,Bahamas,2016,New South Wales,70
9647,Barbados,2016,New South Wales,100
9648,Cayman Islands,2016,New South Wales,50
9649,Cuba,2016,New South Wales,360
9650,Dominica,2016,New South Wales,10
9651,Dominican Rep,2016,New South Wales,60
9652,Grenada,2016,New South Wales,70
9653,Guadeloupe,2016,New South Wales,10
9654,Haiti,2016,New South Wales,40
9655,Jamaica,2016,New South Wales,360
9656,Martinique,2016,New South Wales,10
9657,Montserrat,2016,New South Wales,0
9658,Puerto Rico,2016,New South Wales,60
9659,St Kitts/Nevis,2016,New South Wales,20
9660,St Lucia,2016,New South Wales,20
9661,St Vinc/Grenad,2016,New South Wales,30
9662,Trinidad/Tobago,2016,New South Wales,430
9663,Turks/Caicos Is,2016,New South Wales,0
9664,"Virgin Is, Brit",2016,New South Wales,10
9665,"Virgin Is, US",2016,New South Wales,10
9666,St Barthelemy,2016,New South Wales,0
9667,St Martin (Fr),2016,New South Wales,0
9668,Bonaire/SE/Saba,2016,New South Wales,0
9669,Curacao,2016,New South Wales,50
9670,Sint Maarten Dp,2016,New South Wales,0
9671,Benin,2016,New South Wales,30
9672,Burkina Faso,2016,New South Wales,20
9673,Cameroon,2016,New South Wales,120
9674,Cabo Verde,2016,New South Wales,10
9675,Cent Africa Rep,2016,New South Wales,0
9676,Chad,2016,New South Wales,20
9677,"Congo, Rep",2016,New South Wales,300
9678,"Congo, Dem Rep",2016,New South Wales,630
9679,Cote d'Ivoire,2016,New South Wales,130
9680,Equator Guinea,2016,New South Wales,10
9681,Gabon,2016,New South Wales,30
9682,Gambia,2016,New South Wales,60
9683,Ghana,2016,New South Wales,2930
9684,Guinea,2016,New South Wales,280
9685,Guinea-Bissau,2016,New South Wales,20
9686,Liberia,2016,New South Wales,700
9687,Mali,2016,New South Wales,20
9688,Mauritania,2016,New South Wales,40
9689,Niger,2016,New South Wales,10
9690,Nigeria,2016,New South Wales,3120
9691,Sao Tome/Princ,2016,New South Wales,10
9692,Senegal,2016,New South Wales,200
9693,Sierra Leone,2016,New South Wales,1910
9694,Togo,2016,New South Wales,100
9695,Angola,2016,New South Wales,190
9696,Botswana,2016,New South Wales,280
9697,Burundi,2016,New South Wales,230
9698,Comoros,2016,New South Wales,0
9699,Djibouti,2016,New South Wales,40
9700,Eritrea,2016,New South Wales,340
9701,Ethiopia,2016,New South Wales,1490
9702,Kenya,2016,New South Wales,3820
9703,Lesotho,2016,New South Wales,50
9704,Madagascar,2016,New South Wales,70
9705,Malawi,2016,New South Wales,240
9706,Mauritius,2016,New South Wales,6810
9707,Mayotte,2016,New South Wales,0
9708,Mozambique,2016,New South Wales,250
9709,Namibia,2016,New South Wales,310
9710,Reunion,2016,New South Wales,70
9711,Rwanda,2016,New South Wales,160
9712,St Helena,2016,New South Wales,10
9713,Seychelles,2016,New South Wales,280
9714,Somalia,2016,New South Wales,960
9715,South Africa,2016,New South Wales,47740
9716,Eswatini,2016,New South Wales,100
9717,Tanzania,2016,New South Wales,970
9718,Uganda,2016,New South Wales,950
9719,Zambia,2016,New South Wales,1330
9720,Zimbabwe,2016,New South Wales,7700
9721,"S & E Afr, nec",2016,New South Wales,10
9722,Inadequately described,2016,New South Wales,0
9724,Norfolk Island,2016,Victoria,20
9725,"Aust E T, nec",2016,Victoria,0
9726,New Zealand,2016,Victoria,102720
9727,New Caledonia,2016,Victoria,160
9728,PNG,2016,Victoria,3080
9729,Solomon Islands,2016,Victoria,220
9730,Vanuatu,2016,Victoria,190
9731,Guam,2016,Victoria,20
9732,Kiribati,2016,Victoria,130
9733,Marshall Is,2016,Victoria,20
9734,"Micronesia, F S",2016,Victoria,10
9735,Nauru,2016,Victoria,300
9736,N Mariana Is,2016,Victoria,10
9737,Palau,2016,Victoria,0
9738,Cook Islands,2016,Victoria,2290
9739,Fiji,2016,Victoria,13100
9740,French Poly,2016,Victoria,50
9741,Niue,2016,Victoria,130
9742,Samoa,2016,Victoria,7440
9743,Samoa American,2016,Victoria,110
9744,Tokelau,2016,Victoria,30
9745,Tonga,2016,Victoria,2060
9746,Tuvalu,2016,Victoria,50
9747,Wallis/Futuna,2016,Victoria,0
9748,Pitcairn Is,2016,Victoria,0
9749,"Polynesia, nec",2016,Victoria,0
9750,Adelie Land,2016,Victoria,0
9751,Argentinian A T,2016,Victoria,0
9752,Australian A T,2016,Victoria,0
9753,British A T,2016,Victoria,0
9754,Chilean A T,2016,Victoria,0
9755,Queen Maud Land,2016,Victoria,0
9756,Ross Dependency,2016,Victoria,0
9757,England,2016,Victoria,192730
9758,Isle of Man,2016,Victoria,150
9759,N'thern Ireland,2016,Victoria,6640
9760,Scotland,2016,Victoria,30290
9761,Wales,2016,Victoria,5460
9762,Guernsey,2016,Victoria,160
9763,Jersey,2016,Victoria,160
9764,Ireland,2016,Victoria,18190
9765,Austria,2016,Victoria,4680
9766,Belgium,2016,Victoria,1700
9767,France,2016,Victoria,8580
9768,Germany,2016,Victoria,29970
9769,Liechtenstein,2016,Victoria,10
9770,Luxembourg,2016,Victoria,80
9771,Monaco,2016,Victoria,20
9772,Netherlands,2016,Victoria,22200
9773,Switzerland,2016,Victoria,2860
9774,Denmark,2016,Victoria,1820
9775,Faroe Islands,2016,Victoria,0
9776,Finland,2016,Victoria,1520
9777,Greenland,2016,Victoria,20
9778,Iceland,2016,Victoria,110
9779,Norway,2016,Victoria,870
9780,Sweden,2016,Victoria,2560
9781,Aland Islands,2016,Victoria,10
9782,Andorra,2016,Victoria,10
9783,Gibraltar,2016,Victoria,110
9784,Holy See,2016,Victoria,0
9785,Italy,2016,Victoria,79100
9786,Malta,2016,Victoria,20570
9787,Portugal,2016,Victoria,3380
9788,San Marino,2016,Victoria,0
9789,Spain,2016,Victoria,4160
9790,Albania,2016,Victoria,2060
9791,Bosnia/Herzegov,2016,Victoria,12790
9792,Bulgaria,2016,Victoria,1260
9793,Croatia,2016,Victoria,21190
9794,Cyprus,2016,Victoria,8860
9795,North Macedonia,2016,Victoria,22040
9796,Greece,2016,Victoria,57010
9797,Moldova,2016,Victoria,590
9798,Romania,2016,Victoria,6400
9799,Slovenia,2016,Victoria,3060
9800,Montenegro,2016,Victoria,830
9801,Serbia,2016,Victoria,11760
9802,Kosovo,2016,Victoria,780
9803,Belarus,2016,Victoria,1150
9804,Czechia,2016,Victoria,2840
9805,Estonia,2016,Victoria,570
9806,Hungary,2016,Victoria,5740
9807,Latvia,2016,Victoria,1570
9808,Lithuania,2016,Victoria,1050
9809,Poland,2016,Victoria,17330
9810,Russia,2016,Victoria,8190
9811,Slovakia,2016,Victoria,1220
9812,Ukraine,2016,Victoria,6870
9813,Algeria,2016,Victoria,360
9814,Egypt,2016,Victoria,15100
9815,Libya,2016,Victoria,1200
9816,Morocco,2016,Victoria,720
9817,Sudan,2016,Victoria,6420
9818,Tunisia,2016,Victoria,200
9819,Western Sahara,2016,Victoria,0
9820,Sp North Africa,2016,Victoria,0
9821,South Sudan,2016,Victoria,3030
9822,Bahrain,2016,Victoria,570
9823,Gaza Str/W Bank,2016,Victoria,850
9824,Iran,2016,Victoria,18940
9825,Iraq,2016,Victoria,20700
9826,Israel,2016,Victoria,5030
9827,Jordan,2016,Victoria,1080
9828,Kuwait,2016,Victoria,2140
9829,Lebanon,2016,Victoria,19880
9830,Oman,2016,Victoria,660
9831,Qatar,2016,Victoria,350
9832,Saudi Arabia,2016,Victoria,5050
9833,Syria,2016,Victoria,4150
9834,Turkey,2016,Victoria,19610
9835,Unit Arab Emir,2016,Victoria,3070
9836,Yemen,2016,Victoria,200
9837,Myanmar,2016,Victoria,11450
9838,Cambodia,2016,Victoria,14510
9839,Laos,2016,Victoria,2350
9840,Thailand,2016,Victoria,17210
9841,Vietnam,2016,Victoria,89930
9842,Brunei,2016,Victoria,820
9843,Indonesia,2016,Victoria,19250
9844,Malaysia,2016,Victoria,55340
9845,Philippines,2016,Victoria,55950
9846,Singapore,2016,Victoria,17280
9847,Timor-Leste,2016,Victoria,5210
9848,China,2016,Victoria,176640
9849,Hong Kong,2016,Victoria,24390
9850,Macau,2016,Victoria,840
9851,Mongolia,2016,Victoria,240
9852,Taiwan,2016,Victoria,11440
9853,Japan,2016,Victoria,9810
9854,"Korea, North",2016,Victoria,30
9855,"Korea, South",2016,Victoria,16860
9856,Bangladesh,2016,Victoria,8790
9857,Bhutan,2016,Victoria,630
9858,India,2016,Victoria,182840
9859,Maldives,2016,Victoria,200
9860,Nepal,2016,Victoria,10150
9861,Pakistan,2016,Victoria,23980
9862,Sri Lanka,2016,Victoria,63240
9863,Afghanistan,2016,Victoria,20970
9864,Armenia,2016,Victoria,430
9865,Azerbaijan,2016,Victoria,270
9866,Georgia,2016,Victoria,280
9867,Kazakhstan,2016,Victoria,590
9868,Kyrgyzstan,2016,Victoria,150
9869,Tajikistan,2016,Victoria,50
9870,Turkmenistan,2016,Victoria,30
9871,Uzbekistan,2016,Victoria,600
9872,Bermuda,2016,Victoria,100
9873,Canada,2016,Victoria,11210
9874,St Pierre/Mique,2016,Victoria,0
9875,USA,2016,Victoria,24260
9876,Argentina,2016,Victoria,4790
9877,Bolivia,2016,Victoria,140
9878,Brazil,2016,Victoria,4540
9879,Chile,2016,Victoria,8830
9880,Colombia,2016,Victoria,6370
9881,Ecuador,2016,Victoria,350
9882,Falkland Is,2016,Victoria,30
9883,French Guiana,2016,Victoria,0
9884,Guyana,2016,Victoria,190
9885,Paraguay,2016,Victoria,100
9886,Peru,2016,Victoria,1710
9887,Suriname,2016,Victoria,30
9888,Uruguay,2016,Victoria,1910
9889,Venezuela,2016,Victoria,1510
9890,"S America, nec",2016,Victoria,0
9891,Belize,2016,Victoria,10
9892,Costa Rica,2016,Victoria,110
9893,El Salvador,2016,Victoria,3790
9894,Guatemala,2016,Victoria,170
9895,Honduras,2016,Victoria,80
9896,Mexico,2016,Victoria,1800
9897,Nicaragua,2016,Victoria,90
9898,Panama,2016,Victoria,40
9899,Anguilla,2016,Victoria,0
9900,Antigua/Barbuda,2016,Victoria,20
9901,Aruba,2016,Victoria,10
9902,Bahamas,2016,Victoria,60
9903,Barbados,2016,Victoria,70
9904,Cayman Islands,2016,Victoria,40
9905,Cuba,2016,Victoria,200
9906,Dominica,2016,Victoria,10
9907,Dominican Rep,2016,Victoria,60
9908,Grenada,2016,Victoria,10
9909,Guadeloupe,2016,Victoria,0
9910,Haiti,2016,Victoria,40
9911,Jamaica,2016,Victoria,260
9912,Martinique,2016,Victoria,0
9913,Montserrat,2016,Victoria,0
9914,Puerto Rico,2016,Victoria,30
9915,St Kitts/Nevis,2016,Victoria,10
9916,St Lucia,2016,Victoria,10
9917,St Vinc/Grenad,2016,Victoria,10
9918,Trinidad/Tobago,2016,Victoria,310
9919,Turks/Caicos Is,2016,Victoria,0
9920,"Virgin Is, Brit",2016,Victoria,0
9921,"Virgin Is, US",2016,Victoria,0
9922,St Barthelemy,2016,Victoria,0
9923,St Martin (Fr),2016,Victoria,0
9924,Bonaire/SE/Saba,2016,Victoria,0
9925,Curacao,2016,Victoria,30
9926,Sint Maarten Dp,2016,Victoria,0
9927,Benin,2016,Victoria,30
9928,Burkina Faso,2016,Victoria,20
9929,Cameroon,2016,Victoria,120
9930,Cabo Verde,2016,Victoria,10
9931,Cent Africa Rep,2016,Victoria,0
9932,Chad,2016,Victoria,20
9933,"Congo, Rep",2016,Victoria,290
9934,"Congo, Dem Rep",2016,Victoria,860
9935,Cote d'Ivoire,2016,Victoria,150
9936,Equator Guinea,2016,Victoria,0
9937,Gabon,2016,Victoria,10
9938,Gambia,2016,Victoria,40
9939,Ghana,2016,Victoria,1120
9940,Guinea,2016,Victoria,150
9941,Guinea-Bissau,2016,Victoria,0
9942,Liberia,2016,Victoria,820
9943,Mali,2016,Victoria,20
9944,Mauritania,2016,Victoria,10
9945,Niger,2016,Victoria,10
9946,Nigeria,2016,Victoria,2300
9947,Sao Tome/Princ,2016,Victoria,10
9948,Senegal,2016,Victoria,90
9949,Sierra Leone,2016,Victoria,450
9950,Togo,2016,Victoria,80
9951,Angola,2016,Victoria,120
9952,Botswana,2016,Victoria,280
9953,Burundi,2016,Victoria,290
9954,Comoros,2016,Victoria,20
9955,Djibouti,2016,Victoria,110
9956,Eritrea,2016,Victoria,2410
9957,Ethiopia,2016,Victoria,7610
9958,Kenya,2016,Victoria,4610
9959,Lesotho,2016,Victoria,30
9960,Madagascar,2016,Victoria,70
9961,Malawi,2016,Victoria,290
9962,Mauritius,2016,Victoria,14260
9963,Mayotte,2016,Victoria,0
9964,Mozambique,2016,Victoria,200
9965,Namibia,2016,Victoria,210
9966,Reunion,2016,Victoria,30
9967,Rwanda,2016,Victoria,120
9968,St Helena,2016,Victoria,10
9969,Seychelles,2016,Victoria,1130
9970,Somalia,2016,Victoria,4730
9971,South Africa,2016,Victoria,30320
9972,Eswatini,2016,Victoria,70
9973,Tanzania,2016,Victoria,800
9974,Uganda,2016,Victoria,800
9975,Zambia,2016,Victoria,1020
9976,Zimbabwe,2016,Victoria,5620
9977,"S & E Afr, nec",2016,Victoria,0
9978,Inadequately described,2016,Victoria,0
9980,Norfolk Island,2016,Queensland,190
9981,"Aust E T, nec",2016,Queensland,0
9982,New Zealand,2016,Queensland,219930
9983,New Caledonia,2016,Queensland,700
9984,PNG,2016,Queensland,19240
9985,Solomon Islands,2016,Queensland,1210
9986,Vanuatu,2016,Queensland,510
9987,Guam,2016,Queensland,50
9988,Kiribati,2016,Queensland,270
9989,Marshall Is,2016,Queensland,20
9990,"Micronesia, F S",2016,Queensland,10
9991,Nauru,2016,Queensland,250
9992,N Mariana Is,2016,Queensland,10
9993,Palau,2016,Queensland,20
9994,Cook Islands,2016,Queensland,2480
9995,Fiji,2016,Queensland,15300
9996,French Poly,2016,Queensland,240
9997,Niue,2016,Queensland,350
9998,Samoa,2016,Queensland,9400
9999,Samoa American,2016,Queensland,160
10000,Tokelau,2016,Queensland,270
10001,Tonga,2016,Queensland,2090
10002,Tuvalu,2016,Queensland,100
10003,Wallis/Futuna,2016,Queensland,10
10004,Pitcairn Is,2016,Queensland,0
10005,"Polynesia, nec",2016,Queensland,0
10006,Adelie Land,2016,Queensland,0
10007,Argentinian A T,2016,Queensland,0
10008,Australian A T,2016,Queensland,0
10009,British A T,2016,Queensland,0
10010,Chilean A T,2016,Queensland,0
10011,Queen Maud Land,2016,Queensland,0
10012,Ross Dependency,2016,Queensland,0
10013,England,2016,Queensland,200360
10014,Isle of Man,2016,Queensland,160
10015,N'thern Ireland,2016,Queensland,4930
10016,Scotland,2016,Queensland,25220
10017,Wales,2016,Queensland,6550
10018,Guernsey,2016,Queensland,170
10019,Jersey,2016,Queensland,330
10020,Ireland,2016,Queensland,13270
10021,Austria,2016,Queensland,3070
10022,Belgium,2016,Queensland,1480
10023,France,2016,Queensland,6870
10024,Germany,2016,Queensland,23110
10025,Liechtenstein,2016,Queensland,0
10026,Luxembourg,2016,Queensland,50
10027,Monaco,2016,Queensland,20
10028,Netherlands,2016,Queensland,15770
10029,Switzerland,2016,Queensland,3240
10030,Denmark,2016,Queensland,2890
10031,Faroe Islands,2016,Queensland,10
10032,Finland,2016,Queensland,2940
10033,Greenland,2016,Queensland,10
10034,Iceland,2016,Queensland,130
10035,Norway,2016,Queensland,1020
10036,Sweden,2016,Queensland,2640
10037,Aland Islands,2016,Queensland,0
10038,Andorra,2016,Queensland,0
10039,Gibraltar,2016,Queensland,90
10040,Holy See,2016,Queensland,0
10041,Italy,2016,Queensland,14780
10042,Malta,2016,Queensland,2820
10043,Portugal,2016,Queensland,1500
10044,San Marino,2016,Queensland,0
10045,Spain,2016,Queensland,2990
10046,Albania,2016,Queensland,290
10047,Bosnia/Herzegov,2016,Queensland,4660
10048,Bulgaria,2016,Queensland,570
10049,Croatia,2016,Queensland,5110
10050,Cyprus,2016,Queensland,1350
10051,North Macedonia,2016,Queensland,1480
10052,Greece,2016,Queensland,3990
10053,Moldova,2016,Queensland,120
10054,Romania,2016,Queensland,2900
10055,Slovenia,2016,Queensland,1010
10056,Montenegro,2016,Queensland,180
10057,Serbia,2016,Queensland,3710
10058,Kosovo,2016,Queensland,140
10059,Belarus,2016,Queensland,210
10060,Czechia,2016,Queensland,2160
10061,Estonia,2016,Queensland,590
10062,Hungary,2016,Queensland,4020
10063,Latvia,2016,Queensland,570
10064,Lithuania,2016,Queensland,330
10065,Poland,2016,Queensland,5930
10066,Russia,2016,Queensland,3760
10067,Slovakia,2016,Queensland,1010
10068,Ukraine,2016,Queensland,1640
10069,Algeria,2016,Queensland,260
10070,Egypt,2016,Queensland,2790
10071,Libya,2016,Queensland,310
10072,Morocco,2016,Queensland,300
10073,Sudan,2016,Queensland,2660
10074,Tunisia,2016,Queensland,90
10075,Western Sahara,2016,Queensland,0
10076,Sp North Africa,2016,Queensland,0
10077,South Sudan,2016,Queensland,1570
10078,Bahrain,2016,Queensland,280
10079,Gaza Str/W Bank,2016,Queensland,130
10080,Iran,2016,Queensland,7450
10081,Iraq,2016,Queensland,3120
10082,Israel,2016,Queensland,880
